Li,Na,Ca,Si,B,Al,O,m
0.0,0.068268737201673,0.009625189817032,0.233299291497391,0.0,0.06342426721952299,0.615438608561103,25.711450858539997
0.0,0.08011935104684,0.006253371733768,0.22985108958034,0.0,0.06348600761886,0.6107672783446451,24.977853678643662
0.0,0.107988602141682,0.0,0.20307671755276,0.0,0.091514754763494,0.5974199255420639,29.848734012336987
0.0,0.102088905225814,0.030086502298999,0.2526924081509561,0.0,0.008273786165271,0.602892451057928,37.24352947720893
0.0,0.07557591662868801,0.0,0.196814797507746,0.0,0.118476692059818,0.6091325938037478,30.248592662235705
0.0,0.126865707724843,0.0,0.207505808234492,0.0,0.07487356542938099,0.5907549186112839,33.487006036921336
0.0,0.11488920701419,0.007250935148264,0.25725920819880604,0.0,0.013972120880488995,0.602324320713394,23.7983500966252
0.0,0.11488920701419,0.007250935148264,0.25725920819880604,0.0,0.013972120880488995,0.602324320713394,26.972454361295362
0.0,0.145286308108761,0.0,0.208802212097252,0.0,0.06226556061804099,0.583645919175946,30.20722074270979
0.0,0.080497715722931,0.006253174603207999,0.22955818115121696,0.0,0.063420523927133,0.610557351208229,26.42546175007461
0.0,0.160424089024004,0.0,0.213337980397254,0.0,0.047739965340521,0.5784979652382211,32.184865306607215
0.013508590483978998,0.11084989567551,0.007217826856167999,0.250504894704529,0.0,0.013839679981184,0.59547069656039,26.662660775944587
0.0,0.18117589043451895,0.0,0.21967978331261806,0.0,0.027678748175492998,0.571465578077371,33.216870261736176
0.0,0.204467780811246,0.0,0.219053885323302,0.0,0.01445466912529,0.562023664740162,32.944052527616854
0.0,0.22066669464111305,0.0,0.22299999237060505,0.0,0.0,0.556333312988281,40.762363956438215
0.0,0.124996284246905,0.0,0.18752437174018105,0.049986504079585,0.049986504079585,0.587506335853745,45.30961951837604
0.0,0.12263589369261,0.007133851958532,0.247992581954299,0.002853540962227,0.01373680894353,0.5964230871436911,27.086959696590657
0.0,0.123869298196695,0.0071970947803580015,0.250478693296381,0.002905248848075,0.013865958921152,0.597391860323079,27.636566246424426
0.013443711719332,0.123046322084178,0.007152318287526998,0.24884103861164605,0.0,0.013774832262266,0.59374177703505,25.928690644746407
0.013443711719332,0.123046322084178,0.007152318287526998,0.24884103861164605,0.0,0.013774832262266,0.59374177703505,25.928690644746407
0.0,0.0,0.027109091177095004,0.20941852423067,0.057564983439735,0.063650084125333,0.635122543331656,33.31949294150897
0.0,0.0,0.026059599508119,0.208962197229423,0.059400111579086,0.063101231085138,0.6352748250615121,32.87081147844548
0.02675851685509,0.103258681138879,0.007120148138264,0.247913669192962,0.0,0.013710427747994,0.592760613382611,25.113479950937474
0.038929923305875,0.100057304744529,0.013831261309021,0.238707313529718,0.0,0.011402350382754,0.5874574367519,31.462852228235374
0.039693939496546,0.10204150151233,0.014100040130138004,0.243376005919571,0.0,0.011627520267355,0.5891609926740601,33.32922133464961
0.0,0.142875103440139,0.0,0.21428120298031605,0.042868810977602013,0.014268650241752,0.585706232360191,44.216651879866134
0.039419790019151,0.095023843557069,0.014001750004323,0.24182390645427496,0.0,0.011550600735258,0.589147807165643,31.159451851934943
0.039826253981244,0.095957221856691,0.014132981493995,0.24416971693391695,0.0,0.01169395084599,0.59001005235711,33.365871430070264
0.038597538784874,0.09920360033016,0.013714019516551,0.236674296080657,0.011037309769775,0.011301679004937,0.589471556513047,23.54965201628045
0.03824701347769,0.098273570501947,0.013579021483571,0.23439571170752,0.010956171352372,0.011221780397562,0.5886122557618549,22.60545990374001
0.052726911155720986,0.088951498088666,0.014053801019111,0.242503525276711,0.0,0.0077144967561250015,0.5856644438728239,32.16713085395232
0.039766861193385,0.108576205628401,0.0070607819277280015,0.243763511293039,0.0,0.007793506020114,0.5846461279584799,26.083616507738338
0.0,0.084269661849804,0.0,0.160112390893227,0.157303391038701,0.0,0.598314556218268,51.270458486779596
0.0,0.104431801340255,0.034557681248462986,0.258078995981593,0.0,0.0,0.602931521429689,38.41358985563237
0.0,0.09497013957828,0.035613807110226,0.25684487386974303,0.0,0.006313044332504001,0.606258135109248,36.586797974367144
0.0,0.110344804632252,0.034482761580369,0.25517241376021804,0.0,0.0,0.600000020027161,37.38232794085996
0.0,0.099127567933714,0.036752083984191004,0.254001524186261,0.0,0.006319983532904,0.603798840362929,37.00607192951025
0.0,0.099143422988675,0.037531391599463,0.25415390969019896,0.0,0.005504146424986001,0.603667129296678,37.06251238505167
0.0,0.10108500256019,0.036396103146034,0.253261927750524,0.0,0.006317813256058001,0.6029391532871949,37.100738845592296
0.0,0.103067318307816,0.035613804486934,0.252796230441476,0.0,0.006313044788547,0.6022096019752261,36.965846364709655
0.0,0.07314848227313,0.033433517720032,0.253790870221113,0.011819928989873,0.008105096071833,0.613893452469668,32.7244471023284
0.052363438809134,0.110462599228625,0.017443230219711003,0.23121559232646305,0.0,0.007692567735910999,0.5763015006458521,27.81995297333868
0.052643979442385004,0.111010099983516,0.017536769593178,0.232320187459177,0.0,0.007741761577519,0.576660291995791,28.70048643820704
0.052277175272567,0.113444112544154,0.01044880153362,0.230736034371132,0.0,0.015324911459108,0.577768964819419,29.389002067475296
0.0,0.088034201480019,0.038913169265949,0.249544393932903,0.0,0.010550400115968,0.603572088084522,41.67861922834731
0.0,0.095320146024963,0.040181960029707,0.2536012012333561,0.0,0.006340891556347,0.6045558011556271,37.25168970226522
0.0,0.092177782058716,0.032229990959167995,0.21139650344848604,0.06523351192474401,0.0,0.5989622116088871,44.74563027556192
0.06463990997466,0.077872238091193,0.034437124148115,0.204108625434732,0.024942932777618,0.017069701839816,0.5769294677338671,30.219755772834677
0.0,0.032296689708836014,0.040892756809511,0.19009608497253105,0.0,0.119792494972515,0.616921973536607,42.93428678377299
0.025403029736974,0.110926598709155,0.028106169499592003,0.189675901963645,0.05458394965231,0.005992509083800999,0.5758996922309421,28.584622099013
0.025870388874378,0.11294159424724,0.026900059070525003,0.194671489338677,0.05553767929548,0.006049294818997,0.578029494354704,28.205817369958336
0.0,0.093221666651289,0.031322980673861,0.18473080121829,0.097331631120005,0.0,0.593392920336554,46.49322057925842
0.0,0.097941509479305,0.036088893223445,0.212141107105251,0.040710632891944,0.011931300888653,0.592598645952381,35.07770372301003
0.019748306060461,0.127073273111824,0.029848333828947995,0.18844785888182505,0.042981602048829004,0.018909326738833,0.572991299329282,27.632098258983163
0.05858168132136099,0.09731897365727303,0.038159639880848,0.205613498932854,0.011145470155651002,0.007611539968981,0.572870293346489,28.048649418090548
0.003754617435696,0.0078120282199780015,0.0,0.25119606928107896,0.08835464409542,0.0032701515350290005,0.6456124894327979,19.486351531504983
0.0,0.016751240808096,9.237816731678827e-05,0.260906796612386,0.067867170661378,0.008006107958298,0.645434048439328,27.45428002615584
0.0,0.0,0.021024774242449,0.207065731243276,0.07339341433752,0.057810697658386,0.6365717995649339,32.935494568175656
0.0,0.0,0.024972469540606,0.204571798052358,0.060064887360537014,0.066613086944396,0.63693190849712,34.407384845848554
0.0,0.0,0.028478524091185,0.20977676256506894,0.061778810313137,0.060754187588884,0.636189073940418,24.513083720929746
0.0,0.0,0.027205811837055,0.208437414517285,0.060370414735807,0.063741043252585,0.635869514102559,47.20185120712202
0.0,0.0,0.029558971702306,0.20811800548087694,0.061769501396416,0.062311870299475,0.635641305404001,40.877359363368654
0.0,0.0,0.027374410880392004,0.20860559654865896,0.060109258249473,0.06372304021164,0.635869222752109,39.84369383539421
0.009846302686468,0.009546111051117,0.001981267892764,0.233579497824568,0.101705101056438,0.0010806919436269998,0.6365573766385679,30.783395331796523
0.0,0.022737049216213,0.0,0.255576696487811,0.06999323586250501,0.008234498792566,0.6410619117344389,27.415331855603288
0.0,0.0,0.024574669418409,0.208329589646519,0.068352986330931,0.05815104636451,0.636090853432705,32.77376553148195
0.0,0.0,0.021261280942918,0.208204606975887,0.065912985249333,0.06051519304158499,0.636309130361035,36.405701605810044
0.0,0.0,0.021209321426569,0.204844402405632,0.06807266365189901,0.06270321965605201,0.6357128264563149,39.202877510157904
0.0,0.0,0.028588751592487006,0.210156106454518,0.05760193118938201,0.06293769153554099,0.635664738349347,37.545496799540416
0.0,0.0,0.027607209740344,0.210497376165393,0.058778578205339986,0.062342741698365,0.6362192076231601,37.52762206723601
0.0,0.0,0.026633121573436,0.21032031677324806,0.061168722909181,0.060927424215612,0.636287355289322,36.98180864654103
0.0,0.0,0.025007528604743,0.204880995160846,0.060259106967528,0.066285026724186,0.6348297716062329,31.132038699023646
0.0,0.0,0.026755348039342004,0.205044085663534,0.06013181804377,0.06675293524048499,0.634995651496089,33.24572636359542
0.0,0.0,0.027719192534964,0.209400424121998,0.054233202889458,0.069900576003922,0.6360349446181099,33.43084195266821
0.0,0.0,0.027669170754207,0.208721815809765,0.056541354011862,0.06857142182588599,0.63609022190461,33.49199594233755
0.0,0.0,0.028551571394637,0.210798224119968,0.05903679392292599,0.063931356103588,0.636352669062353,34.390615650529234
0.0,0.0,0.028528302857378,0.21014342044110604,0.05904905572143401,0.06472452963604099,0.6362263893589771,34.50533450908993
0.0,0.0,0.028533512603172995,0.209477015586601,0.059057734611716,0.06551245543490701,0.63609214181233,38.648044545238
0.0,0.0,0.030533652758829,0.213370228568168,0.05144753457367,0.066790467746885,0.636457769410458,36.7812522224822
0.0,0.0,0.027814652551465,0.210691410075878,0.059008082851775986,0.06467962256946401,0.6364788516711299,38.119108683133334
0.0,0.0,0.027820472595028,0.21002502241654705,0.0590167856516,0.06546703394062099,0.636344465494968,33.35028806638741
0.0,0.0,0.030119023658091,0.21292812362429894,0.051372365821188,0.06819285531585599,0.6365678599000799,35.539519977142746
0.0,0.0,0.028389444393798,0.213284833812442,0.051440700665256,0.068304521691698,0.636790993838095,35.764556134720074
0.0,0.025153750413422004,0.0,0.25618081589769004,0.069311193576195,0.008179582224524,0.641174657888169,26.425040541303336
0.0,0.022110980986978,0.0,0.25535112125015097,0.070018114803413,0.008598715622998,0.6410957751029079,25.256847050473727
0.0,0.020555488285259,0.0,0.25290589329032603,0.073657166554195,0.008687140612821,0.641135458521782,27.672540652873963
0.0,0.0,0.025832499317396,0.21206328409556305,0.05755395635212099,0.06265367708189,0.636371889632169,41.990686809457436
0.0,0.0,0.02801691045487,0.212545203418313,0.059075832160073,0.059075832160073,0.6361148049013771,32.39920212731533
0.0,0.0,0.027834148592934,0.211497080312155,0.059302783097255986,0.059302783097255986,0.6366114685827379,32.14553909882816
0.0,0.0,0.027898099951451,0.21103809756854106,0.058825312776196,0.06185442088111901,0.6361433149798571,32.99767116741887
0.0,0.0,0.021267661106108005,0.207967104706918,0.06593274563542,0.060533346465628,0.63620003245339,36.65727046114378
0.0,0.0,0.027830660891105,0.209319195100114,0.059287463401758,0.062913600252935,0.6358142215023871,35.1738699675211
0.0,0.0,0.028175408283358,0.211754394161116,0.05877189996918701,0.061798256606461,0.63647368126924,32.5200572690654
0.0,0.0,0.028936968705333,0.20720558979297,0.060951696990821,0.065296765692874,0.635164875810452,31.8870859494778
0.0,0.0,0.028141338327261,0.210893798911029,0.058700846587013,0.06293261893492201,0.6363086969313541,33.98735836283871
0.0,0.0,0.027884996099693,0.203333058149413,0.06713939988255099,0.063309697184146,0.6348621845625739,37.20571381554685
0.0,0.0,0.027951898578627003,0.205020581905654,0.064961156081364,0.063401612604555,0.635185759811303,36.528475695745946
0.0,0.0,0.028079710814265,0.21014490731924304,0.058574883238219,0.064009663515369,0.636171511826083,33.96391105028494
0.0,0.0,0.027864339098894,0.210177591324663,0.05875411934008401,0.062989749337062,0.635978578520537,34.236557578599964
0.0,0.0,0.027894421189076,0.205159000739697,0.064787041069722,0.063587280608396,0.635272916316557,37.35900557452736
0.0,0.0,0.027811002593274,0.203050210185828,0.067583733294961,0.06339713608641201,0.634868444219037,35.196556704545706
0.0,0.0,0.027267500823347,0.21175441273845494,0.058771905125281,0.061798252491314,0.6364736608135029,32.20066356635524
0.0,0.0,0.027190329593485003,0.210573994128349,0.05921450043348099,0.06283987898417799,0.6362538045171271,32.775951541164424
0.0,0.0,0.027157514495185005,0.20971634087472896,0.059143029977835,0.063971030965299,0.6360893315621601,40.0320529297895
0.0,0.0,0.027786168927393,0.20900030042288695,0.059196619721756,0.064029001902212,0.635759579665622,36.28191992443029
0.0,0.0,0.028726939853244,0.20925309915060605,0.05745388924323,0.064711217200437,0.635923798556234,34.285718639230424
0.0,0.0,0.028571426354881,0.205413587717768,0.06015037403407,0.066766913318153,0.635187923859837,35.08583076801306
0.0,0.0,0.028383630989,0.202270710426561,0.060352553097375,0.066328052601448,0.63579322734207,35.08583076801306
0.0,0.0,0.027811370039429,0.209189892894506,0.05683191805598201,0.066505442008786,0.63573150962773,32.84167767746685
0.0,0.0,0.028554251873353,0.206492312651048,0.054703947214312,0.066726787096752,0.636609565371109,32.73026096017853
0.0,0.0,0.028060526008209,0.20850577819973895,0.054912851700513,0.068807203017123,0.6354849276007889,34.5598843434927
0.0,0.0,0.027702496593094,0.208069864949056,0.054802771789128,0.07046069977406301,0.635651911063856,34.407968057597124
0.0,0.020262798459842,0.0,0.256201581336614,0.069998766985585,0.008964754583743,0.6421774037451761,26.77541359480053
0.0,0.0,0.029266823562726,0.210249430832476,0.059077847136098,0.063975809356568,0.636099779363359,34.73965670939965
0.0,0.0,0.030471331327041006,0.211235515505554,0.054204981856710986,0.066648453480516,0.636043620922079,37.54219864638426
0.0,0.0,0.028474079038305,0.21392069625094395,0.051594059089547006,0.066561194671376,0.6367120783420179,35.26312100654794
0.0,0.0,0.030207069691529,0.213550496786418,0.051522542361867006,0.066443373469522,0.636479928057901,35.46898758208803
0.0,0.0,0.028557482805028,0.21454722115445696,0.05174517775014,0.06480350794411,0.6366243744141321,36.95751289235096
0.0,0.0,0.031421548897069,0.210609299684492,0.054047497975149,0.067574538274549,0.635922499675826,38.397125193490794
0.0,0.0,0.031916842689262995,0.21320571737436805,0.051457132737229,0.06633337563900599,0.636263861290732,36.313108481843784
0.0,0.0,0.03029747278747,0.21418972013063606,0.05167674524256,0.064687553437111,0.636399745322928,38.254597818446356
0.0,0.0,0.031546509161307,0.212399005185682,0.051411380597368,0.067838678135066,0.6361442926296279,35.90578297733624
0.0,0.0,0.031636109802313,0.214283507535469,0.048689709402601,0.068031359687,0.636535615442567,37.05962318747736
0.0,0.0,0.031702311171833995,0.216438694907328,0.045901041223253,0.06817833929024901,0.63695339469825,37.11112597716545
0.0,0.024106977799981003,0.0,0.256628687356294,0.06936906362760299,0.008117657371136998,0.641685367751619,30.29917468034777
0.0,0.025142927920473,0.0,0.255855391092159,0.06934284713365403,0.008544907610777,0.641113926242937,19.497497014356288
0.0,0.025142927920473,0.0,0.255855391092159,0.06934284713365403,0.008544907610777,0.641113926242937,19.497497014356288
0.0,0.0,0.027644507793692,0.21046077751014006,0.058249845057053,0.06278173361302901,0.636159038798239,38.7195041471353
0.0,0.0,0.028362359993743,0.188906803085361,0.095887603736547,0.054383139597122,0.632167396392335,33.33515461864814
0.0,0.0,0.028378968387569,0.189310287822164,0.093600809353631,0.056172204361255,0.632244861391121,34.57014332286037
0.0,0.0,0.028395601130785,0.18971430367252692,0.090725271911608,0.058549453502026,0.6323223294804761,36.924190357235176
0.0,0.0,0.028513181934434,0.185059014471909,0.090752878547969,0.064016306228032,0.6313673707847409,37.46585480655636
0.0,0.0,0.032248162520954,0.21713761508437496,0.054054062801439,0.057125313877145,0.636670718019419,29.892008317662984
0.0,0.0,0.028028938166618,0.20524408059917604,0.059674504594557,0.06509946129165199,0.634719742825234,36.03993800377507
0.0,0.0,0.028588634350266005,0.20523622900691504,0.060186588342493,0.06680711539667,0.634968370876277,35.46654312576529
0.0,0.0,0.032009543185706,0.21385551938098105,0.051606584601118,0.06456938512378,0.6361857553863489,35.718591286521004
0.0,0.0,0.03038377632001,0.21483046788905105,0.051823943532661,0.06291158390481599,0.6363135138807441,35.278227211170986
0.0,0.0,0.033760100631572004,0.213518112272744,0.051481863929449014,0.064459450191181,0.635957130536303,38.31413981926167
0.0,0.0,0.030208742115983,0.205419419685798,0.06355919280167599,0.06337793268143799,0.634444047391059,31.12409217227224
0.0,0.0,0.02985384770276,0.199333293952944,0.071613536551655,0.06530344589404401,0.633895875898597,27.731520159789586
0.0,0.0,0.027404684002877003,0.204527329781406,0.062450188601090986,0.065338048340827,0.63515378108453,47.989490975901994
0.0,0.0,0.03629092465395,0.222472372076718,0.053861081831388,0.048947652248855,0.6371716252742889,24.77455782397993
0.0,0.0,0.027876577336646,0.21112629007623,0.05927952250772401,0.059340324008478,0.635719739928633,33.08771663299175
0.0,0.0,0.028042293632497,0.20558312063617695,0.057290699320126,0.069170979357121,0.6347446834708079,36.182864906581
0.0,0.0,0.029407323500412995,0.215181554328578,0.035535132716085,0.07685935344230099,0.635912687888952,28.69423958030462
0.0,0.023255811915841,0.0,0.215116301944784,0.122093006597701,0.0058139535750070005,0.633720925966667,31.971817459353787
0.0,0.0,0.032103762688197014,0.214485013135592,0.05175849355184,0.062797045723347,0.6360960491305749,34.33095589784985
0.0,0.0,0.033861678031431,0.21416048692746606,0.051636745264968,0.062688604468054,0.63587497771301,37.17471229777608
0.0,0.027943367884521,0.006861649148153,0.25093146978135394,0.060792354958849014,0.015089418753009,0.6376055347402889,28.31552642885354
0.001949317834756,0.020955166872636,0.0,0.24262917683863894,0.084307995012082,0.0054215401347820005,0.6383954292530429,28.748160356848192
0.0,0.0,0.035369973861992005,0.212219809793348,0.05729198475196499,0.058520117106262,0.6350629593626179,30.498997561382843
0.0,0.0,0.03561652668718,0.193785178064425,0.06882652791793699,0.066600485314234,0.630989949474611,39.69391296927649
0.0,0.0,0.043115271822027,0.212988816332097,0.049194435946998,0.059295206896766,0.633978445748515,32.17048482473003
0.0,0.0,0.03594266021089,0.198866600829923,0.05788405075683701,0.071157981614033,0.631936202386927,38.92251656758378
0.0,0.0,0.029373246623242994,0.216608340810254,0.035519697953370004,0.07474580423006,0.636006526647013,29.48394204793376
0.0,0.032692652231399,0.001017903104281,0.225705013994485,0.075145198736034,0.027722892808158,0.627956445448453,26.53198185534448
0.0,0.0,0.027489201992152004,0.206533125442132,0.064384184628243,0.05965095553948401,0.6345756692652471,38.248302555906136
0.0,0.0,0.027751939493669,0.20350410605846106,0.065017099841899,0.060230188797185,0.6337138030202121,38.583159408410026
0.0,0.0,0.027667296969539,0.204507876469911,0.06483954031945903,0.06005679274217701,0.634125814741384,36.62917623580646
0.0,0.0,0.027565768506183,0.205468184622038,0.0646034869788,0.059867516763954014,0.634152450910064,40.18886199920858
0.020350512302214,0.0,0.008734002640437001,0.19627001993199605,0.13801450608609198,0.005880318638909999,0.628444633263361,34.12887702823061
0.0,0.014289798480976003,0.0,0.205773084774617,0.13718208830555198,0.005715918557926,0.6344669462206639,36.86836156044331
0.003437410252325,0.0137496410093,0.001718705126163,0.204525924616482,0.139215107768585,0.003437410252325,0.633629350045954,35.925112769162
0.0,0.0,0.028070256935394,0.202506889027526,0.06549726459312799,0.060940404019823,0.6329965486071489,37.126551642104545
0.0,0.0,0.028070256935394,0.202506889027526,0.06549726459312799,0.060940404019823,0.6329965486071489,38.102120945027025
0.0,0.0,0.02765027625557,0.202768635320372,0.06482049392845,0.06203120100850201,0.6333974258059201,38.29582648204548
0.0,0.0,0.027870343787016003,0.20175701724071,0.065434726207899,0.062405336452605986,0.633141481339847,37.88584908673502
0.0,0.023008638771796004,0.000332145675895,0.23709158778716505,0.091128698041974,0.005133160716582,0.6353825853975911,34.006955906372106
0.0,0.0,0.031441562831647014,0.20069082293261,0.065194126710719,0.060450516823654016,0.632407364003856,36.65088381087222
0.0,0.0,0.031232479172621,0.20272167925234105,0.064780736941841,0.06002729540977901,0.6328644572386221,37.842693965397785
0.0,0.0,0.031335560657483,0.20109521091941895,0.065713423618094,0.060845755191879,0.632491643315548,37.57313687004178
0.0,0.025329337979398,0.0,0.232664685547868,0.09664670362394,0.005149700927663,0.633862266528553,35.263500060983574
0.0,0.0,0.043383273767751,0.195378628779318,0.058459736155218,0.067690226834512,0.629242160603672,49.182116862173366
0.0,0.029222790145395007,0.001019400032229,0.254015819706894,0.058136661323739,0.016248610761791,0.637279119987197,33.31133376591275
0.0,0.03087404504225,0.0006751779946360001,0.249570370511198,0.06536950086598599,0.014608397681395,0.636447315318685,31.61372305549081
0.0,0.029295186307459,0.00343738370837,0.252260582209907,0.05821875438302701,0.016288868864274,0.6364115238139461,30.520566297147894
0.0,0.029240853214106,0.0017309592167899998,0.253492830412626,0.058172606232795,0.016258652159137,0.6370239790460601,29.63931933570263
0.0,0.028624529778847,0.004460966875784,0.251827792595984,0.06034696089553,0.014745969741576,0.636710013014981,33.108474022123154
0.0,0.026146617075734,0.001730745882256,0.253894173764729,0.058227224120665,0.016318458110179,0.637501547455655,29.38840134417266
0.0,0.029260754460499007,0.002412620420671,0.252984830950028,0.058212189375756,0.01626972218264,0.6367769870411589,30.708940542919564
0.0,0.028185092950634,0.0,0.199092821416661,0.134364108712597,0.009813431578007,0.6285445453421011,22.079880156845576
0.0,0.06970628158662599,0.014194731281713,0.221761009668404,0.025664590781816,0.047463643712834985,0.611736025247718,39.39796856470658
0.0,0.029088448333837006,0.0,0.190117790372506,0.13540789071505,0.018997688738199,0.6263881818404079,20.464120541302567
0.0,0.037912917928183,0.005251872914876,0.246247491025658,0.056310017126884014,0.01920506873491,0.632524387483019,33.14376102734527
0.0,0.02914389982901,0.0,0.185932496097118,0.135463099403509,0.023931619265141004,0.625528885405223,20.10263044587117
0.0,0.029043561551472,0.0,0.180965909913182,0.135481011821228,0.029933792730674,0.624575723983445,19.778694642849548
0.0,0.0,0.07185918720446699,0.22472820008225305,0.0,0.06405425947361701,0.6315668792082979,53.257206399386156
0.0,0.043850399710283,0.005209948020117001,0.242448701425951,0.055820882032344005,0.019041120528931,0.6274266287850601,28.37704817656979
0.0,0.0,0.072319108963264,0.218900128544663,0.0,0.07094574629528701,0.629541264474513,53.77005171801856
0.0,0.0,0.072269445975585,0.233333913092862,0.0,0.053699502841653014,0.632434365855043,52.28779137494445
0.0,0.0,0.074490171137877,0.22563350877120894,0.0,0.06191741044466901,0.6310438974899399,54.90475077153595
0.006232193013933999,0.042141498853714,0.0,0.21423909802595606,0.093779676863455,0.018281099507541,0.6230412957009109,30.512307649030625
0.0,0.035422341635182,0.0,0.16348771155042802,0.182561313501821,0.0,0.6185286333125699,38.441311715867435
0.0,0.041659729004923984,0.007568991205212,0.22074203214310695,0.072541200819787,0.026461195418261,0.622870506930946,33.61912565400681
0.0,0.0,0.081553347169194,0.190312906243338,0.041805483162836,0.061205832407232,0.621235827933014,51.53855977152175
0.0,0.004089047690953,0.08680845751851499,0.191682481091248,0.033717887989559,0.056375228739657,0.6174997763699039,51.347417391450854
0.0,0.015113350639415,0.0,0.12216620838461803,0.244332512136671,0.0,0.618387928839295,46.82775925286624
0.125,0.0,0.0,0.21875,0.0,0.0625,0.59375,30.829569068288468
0.0,0.097399999568939,0.0,0.284633298580805,0.0,0.0,0.6179667018502559,28.341762875954362
0.0,0.081652401734665,9.07248804682663e-05,0.203979794507542,0.024616689337371,0.07536213769309101,0.6067076025900129,23.544494634913004
0.0,0.083703780025705,0.000120959204778,0.20245551273042295,0.02394992245299,0.076385745449746,0.605521731418307,24.573153233196482
0.0,0.082184342508543,0.00012068188158399998,0.203107579361764,0.025644897564113,0.075667519561918,0.6064866254669461,21.69881488078749
0.0,0.099999998092651,0.0,0.28333329614003605,0.0,0.0,0.616666705767313,27.69120237156106
0.0,0.099999998092651,0.0,0.28333329614003605,0.0,0.0,0.616666705767313,22.34607389784182
0.0,0.081921593419783,9.07550891485185e-05,0.203987166391897,0.023777836467529,0.075992257787085,0.606576711493614,26.372473871840768
0.0,0.083285412730493,0.000121054377019,0.20373457256142,0.022758227238247004,0.07656689753934401,0.6059982017667951,25.50894134390649
0.0,0.034853879823739,0.0,0.0,0.31699639745003005,0.06209123030987099,0.586058492416359,55.425132643883025
0.0,0.084240367308162,0.000180902699252,0.202701486321454,0.024723369344859,0.07640124572119901,0.6056923878075899,23.187903169622285
0.0,0.08471518260632699,0.0,0.204268510477158,0.020557231212111,0.077256366417327,0.605540745066501,26.16424810072944
0.0,0.08471518260632699,0.0,0.204268510477158,0.020557231212111,0.077256366417327,0.605540745066501,26.16424810072944
0.0,0.08234974855297099,0.000120747396637,0.202493400429933,0.025055088979095003,0.07643311971958701,0.606152114437715,25.48119500577939
0.0,0.085736853796221,0.00012144029694399998,0.201408685147293,0.021434208680684,0.077296755295992,0.604104671778658,22.868238012349693
0.0,0.08607795514230203,0.0014956807573800002,0.205030375631421,0.020695337857016004,0.073257832236022,0.6045908307565401,26.660342491555138
0.0,0.086154026370476,0.001457151095786,0.200813608314487,0.02173583135494,0.077289694697684,0.603776426814493,24.006438425522518
0.0,0.084666104836764,0.0014955439413190002,0.20534729880876895,0.020815528778836,0.073495308049262,0.605237472682556,29.85894979248241
0.0,0.08471518260632699,0.0,0.204268510477158,0.020557231212111,0.077256366417327,0.605540745066501,26.16424810072944
0.0,0.087042677667787,0.043138958378615,0.25834707123305,0.0,0.001529503939723,0.6079047675732621,34.204361725431745
0.054329501848858,0.054833714155124,0.0,0.233137859835413,0.0,0.054581600849435,0.60298811742875,25.41643542078041
0.0,0.107476903033036,0.0,0.190974103841535,0.10634490114541,0.0,0.5952040919800191,47.68327095556781
0.0,0.094639230030097,0.0,0.177108088631244,0.130686791864071,0.0,0.597565889474588,44.823163330682284
0.0,0.08703591153557301,0.0,0.20967740937316295,0.021911131865999,0.06999391690532597,0.606208167592483,24.26251126666945
