Li,Na,Ca,Si,B,Al,O,Tliquidus
0.0,0.1999999961853028,0.0,0.23333329709371,0.0,0.0,0.5666667067209872,1107.15
0.0,0.0,0.07605278968811036,0.2129412078857422,0.0,0.0836283016204834,0.6273777008056639,1663.15
0.0,0.10132160186767578,0.0,0.0,0.33920700073242194,0.0,0.5594713973999024,1076.15
0.10845081306512183,0.0,0.0,0.0,0.3349295331417637,0.0,0.5566196537931145,1152.15
0.0,0.13214590198655987,0.0,0.15689789921663191,0.0,0.13243499882159232,0.5785211999752159,1753.15
0.0,0.09497013957827942,0.03561380711022584,0.2568448738697429,0.0,0.006313044332504178,0.6062581351092475,1251.15
0.0,0.0,0.2032558819526785,0.10162789329262796,0.0,0.11544178815443153,0.5796744366002621,1822.15
0.0,0.16863470399159824,0.0,0.18444031113510725,0.0,0.07749076991063633,0.5694342149626582,1328.15
0.0,0.05644875747555163,0.0,0.27718529399270875,0.0,0.03350838747821005,0.6328575610535295,1493.15
0.0,0.0,0.029773460996189462,0.2644013162060474,0.0,0.05889968227337125,0.6469255405243919,1739.15
0.08576558140933012,0.0,0.0,0.14750791330428084,0.17153112467168327,0.0,0.5951953806147058,1219.15
0.0029099471438785354,0.0032332752334696467,0.07164937280791106,0.1927677987819932,0.049857103259676426,0.05321970180156447,0.6211766278908591,1417.5500244140626
0.0,0.21099069796553324,0.0,0.1347190011474514,0.11174280273192218,0.0,0.5425474981550932,992.15
0.0,0.0,0.0,0.09523809614635652,0.0,0.2857143075125562,0.6190475963410872,2226.15
0.0,0.16138521326402736,0.014576081687289069,0.2429233285783205,0.0,0.0,0.5811153764703629,1046.15
0.0,0.190476204100109,0.0,0.0,0.2857142966134205,0.0,0.5238094992864705,1158.15
0.0,0.1000423894739218,0.0,0.196602685515715,0.0,0.09816507224961457,0.5981045262864484,1454.15
0.0,0.0,0.02807971081426504,0.21014490731924285,0.058574883238219085,0.06400966351536885,0.6361715118260833,1363.15
0.0,0.0,0.0,0.2668711687450756,0.0,0.07975458987651579,0.6533742413784086,1983.15
0.0,0.0,0.0,0.0,0.0,0.4,0.6,2355.15
0.0,0.10305959689252424,0.0,0.2415459057789493,0.0,0.04186796183363442,0.6054750053817333,1137.15
0.0,0.29910797938696115,0.0,0.13018528588346956,0.0,0.06431289505686381,0.5063938396727055,1253.15
0.0,0.3953332863299057,0.0,0.13566670288403795,0.0,0.0,0.4690000107860564,1383.15
0.1709668963186001,0.0,0.0,0.05570659293428881,0.2305719049113251,0.0,0.5427546058357859,1111.15
0.0821333377024331,0.12199999343872092,0.0,0.23126669955189896,0.0,0.0,0.564599969306947,982.15
0.0,0.09228900873152572,0.0,0.2052215949576021,0.02853672970046755,0.06557376835800588,0.6032179999485798,1213.15
0.0,0.0,0.10868840113936996,0.2608744024193344,0.0,0.0,0.6304371964412956,1973.15
0.0,0.07284067024631129,0.00012109840073796404,0.2086222039383471,0.02839756915228658,0.07072144859661272,0.6110925947433106,1323.15
0.0,0.0,0.13890890121459962,0.2407274055480957,0.0,0.0,0.6203636932373047,1743.15
0.0,0.08983386302675704,0.03124358652208885,0.26423738355241866,0.0,0.0,0.6118137652135041,1525.15
0.0,0.21029699313026848,0.0,0.21993400560621384,0.0,0.0099009901226157,0.5598680111409021,1123.15
0.0,0.0,0.24208660010296534,0.02402412879932342,0.0,0.17750179206132033,0.5563874790363909,1698.15
0.0,0.07566666683038076,0.0,0.2954999768710149,0.0,0.0,0.6288333562986044,1730.15
0.0,0.0,0.08324622988825467,0.2180450980466113,0.0,0.07174888031365087,0.6269597917514831,1492.15
0.0,0.0020569991041985325,0.0888490792404521,0.18595930521373516,0.03961381048429052,0.05779502999772033,0.6174314257508419,1303.15
0.4444667095610304,0.0,0.0,0.11109999762630457,0.0,0.0,0.4444332928126649,1537.15
0.0,0.0,0.03536997386199196,0.21221980979334776,0.05729198475196452,0.058520117106261565,0.6350629593626179,1323.15
0.0,0.006228078964760751,0.08798015262470042,0.2190777886686549,0.0,0.06084352740516912,0.6239951851924089,1450.950048828125
0.0,0.00205784520849585,0.08782353352456891,0.19396852584618865,0.036709314791037326,0.056358414735174736,0.6200221509851989,1368.15
0.0,0.0,0.03329708035856093,0.20543269719252208,0.06321005700664413,0.06363306877836096,0.6344270966639121,1433.15
0.0,0.0,0.02043198973787501,0.20052538956287166,0.07705779695299468,0.05662580721511965,0.6380618772512304,1443.15
0.0,0.0,0.01781049906301591,0.2012882927218481,0.06892661814164089,0.06667061579214031,0.6353597806599692,1326.15
0.0,0.13281061802036978,0.0,0.027559994168280852,0.2872416266490968,0.0,0.5523877611622525,967.15
0.0,0.1472349768043469,0.07361746932869047,0.2007749588328225,0.0,0.0,0.5699189144454945,1434.15
0.0,0.0953201460249625,0.04018196002970678,0.2536012012333562,0.0,0.006340891556347408,0.6045558011556271,1277.15
0.1826481025730688,0.0,0.0,0.21799930208684176,0.0,0.02881190967158468,0.5705406856685047,1258.15
0.0,0.10050808614153747,0.03687830467779196,0.25849377288418723,0.0,0.0,0.6041198362964834,1340.15
0.0,0.10084630078632197,0.07475317050354771,0.22320169595194975,0.0,0.0,0.592736209940969,1408.15
0.08512285496377257,0.02126581973184504,0.0,0.1914817106467777,0.0,0.10638870569003384,0.5957409089675708,1629.15
0.0,0.2971282718125314,0.0,0.12918079282725586,0.0,0.06670607502935755,0.5069848603308552,1318.15
0.0,0.0,0.06909484739730035,0.01327607965571738,0.32879279502404696,0.0,0.5888362779229354,1244.15
0.25,0.0,0.0,0.0,0.25,0.0,0.5,1122.15
0.0,0.0,0.06082678852869786,0.0,0.0,0.3513386187681067,0.5878345927031955,2135.15
0.0,0.0,0.08569865091382607,0.22275479918539395,0.0,0.06169754884541926,0.6268017860589937,1476.15
0.0,0.0,0.0,0.21204780376388732,0.1036742009766178,0.04186840971118536,0.6424095855483095,1793.15
0.0,0.0,0.2345498982775236,0.05968571997438145,0.0,0.14073719642788896,0.565027185320206,1875.15
0.11682309992958925,0.0,0.0,0.1773240072505569,0.0,0.11711739428408248,0.5887354985357715,1685.15
0.0,0.0,0.19379230129638086,0.20413850394938465,0.0,0.0,0.6020691947542344,1809.15
0.0,0.0974161079976039,0.02988977039091894,0.2111651098240383,0.04544794209875645,0.01588096067065529,0.595481011849045,1232.15
0.1776610064989021,0.0,0.0,0.221962804253978,0.0,0.027048071527045286,0.5733281177200746,1263.15
0.0,0.0967507013190027,0.05427055063197067,0.2371606143003669,0.013940420616068577,0.0,0.5978777131325913,1339.15
0.0,0.0,0.036920157718748924,0.2335121845348873,0.0,0.0902492876690847,0.6393183700772791,1758.15
0.0,0.0902366387209275,0.05170902860676574,0.2537423918133093,0.0,0.0,0.6043119408589975,1349.15
0.0,0.03705943375608422,0.0016927630933402614,0.2305181097795547,0.07417931616308532,0.02061544090582895,0.6277008510576292,1211.15
0.0,0.0,0.022178740818673243,0.2821265070265747,0.0,0.04370514932210659,0.6519896028326455,1818.15
0.0,0.10011059426892203,0.0370575177221173,0.2585729894160703,0.0,0.0,0.6042588985928903,1340.15
0.0,0.2256567012102923,0.0,0.06982141051207261,0.18082029428873206,0.0,0.5237015939889029,1136.15
0.0,0.0,0.0,0.17204299926757813,0.0,0.19354839324951167,0.6344086074829103,2107.15
0.0,0.06371911759494334,0.0,0.2421821883322835,0.0,0.07114991870308232,0.6229487753696908,1393.15
0.0,0.0,0.08532318949509085,0.22173047138146787,0.0,0.06141073408266015,0.626217915933144,1485.15
0.0,0.0831693910824758,0.0,0.20398898475754015,0.022578009892092573,0.07669259798462577,0.6061559879525863,1278.15
0.0,0.0,0.03259302375670595,0.20316113570562086,0.060581826452360765,0.06421673756538156,0.6337949913164718,1433.15
0.0,0.0,0.03410051602586402,0.2171179323764779,0.03702166618073191,0.0742278206847625,0.6365019768880571,1520.15
0.0,0.0,0.15254852351574966,0.17812443165473776,0.0642118775068316,0.0,0.605115167322681,1585.15
0.0,0.0,0.027811370039428573,0.20918989289450649,0.056831918055982165,0.06650544200878604,0.6357315096277301,1365.15
0.0,0.4204545573754732,0.0,0.0,0.1477272846482005,0.0,0.4318181579763262,947.15
0.15553330718103994,0.0666666711171469,0.0,0.22223329967943764,0.0,0.0,0.5555667220223756,1213.15
0.0,0.10073260895529257,0.0,0.20054940441106228,0.0,0.09218559803444616,0.5982906309448394,1401.15
0.0,0.08553033748322285,0.0001456578993514027,0.18638389412169776,0.043406061718068836,0.07119759969530651,0.6042473926955113,1018.15
0.0,0.13546870522312726,0.02009588999953988,0.25220169608548937,0.0,0.0,0.5922337086918434,1063.15
0.0,0.06511350456531717,0.0,0.2141576743254129,0.0,0.1039426890239884,0.6167861320852814,1773.15
0.0,0.03764262780037065,0.1763322004199433,0.19695719968233588,0.0,0.0,0.5890679720973502,1705.15
0.2654055698446153,0.0,0.0,0.15813617954732914,0.0,0.05099329413484348,0.525464956473212,1389.15
0.0,0.26586669921875,0.0,0.20040000915527345,0.0,0.0,0.5337332916259766,1195.15
0.0,0.0,0.2087838076755818,0.02625747084353434,0.0,0.20146401364282676,0.5634947078380571,1613.15
0.1572824001312256,0.11681170463562013,0.0,0.1962862968444824,0.0,0.0,0.5296195983886719,1215.15
0.0,0.0,0.028250910598588943,0.2043249065863555,0.06258382230569548,0.06215808299103875,0.633452836107169,1393.15
0.0,0.0,0.033387445258399866,0.21536434233970095,0.04778387929484759,0.06677489051679975,0.6364443970481469,1460.15
0.0,0.0,0.0,0.08109804720411076,0.0,0.30268238531673497,0.6162195674791542,2143.15
0.0,0.10085660581926142,0.03619784332500955,0.2587731134160229,0.0,0.0,0.6041724374397061,1440.15
0.0,0.0,0.16992300408312747,0.10305440176308922,0.0,0.133598006333784,0.5849266944183634,1846.15
0.0,0.0,0.08983101770427501,0.2220927747238798,0.0,0.06162387142671149,0.6264523361451335,1464.15
0.0,0.08732336132794448,0.037110710520077986,0.2529153086540462,0.0,0.008162986122829176,0.6092742981658358,1343.15
0.1908666238740241,0.14220001758766354,0.0,0.16680002054977625,0.0,0.0,0.5001333379885361,1080.15
0.0,0.049610421587618914,0.0018762916575168148,0.2646525569907504,0.0,0.04967403165526259,0.6323422083559129,1361.15
0.11607140915734206,0.0,0.0,0.0,0.3303571316174086,0.0,0.5535714592252494,1167.15
0.0,0.0,0.02636278004448633,0.20584761371771726,0.06120039196070137,0.06452979309110621,0.6344623401769469,1403.15
0.0,0.17085661301066762,0.010884950394545921,0.2406484083314793,0.0,0.0,0.5776100282633072,1083.15
0.0,0.2060324853866114,0.0,0.12204178599912775,0.1299303884572612,0.0,0.5419953401569995,1039.15
0.0,0.12243521067416492,0.0,0.0,0.3265388449852686,0.0,0.5510259443405665,1057.15
0.0,0.18697179794311525,0.0,0.0,0.2878169059753418,0.0,0.5252112960815429,1112.15
0.0,0.0,0.03778947979471877,0.2200498910491693,0.03651427898099024,0.06811437922964132,0.636082596078541,1498.15
0.0,0.2220740102203915,0.0,0.2220740102203915,0.0,0.0,0.5555185350210052,1160.15
0.0,0.15261339882047065,0.0,0.0,0.3052268930083713,0.0,0.5381533722058707,955.15
0.12199999809265134,0.14066670417785646,0.0,0.20200000762939446,0.0,0.0,0.5353332901000978,1124.15
0.0,0.09856801973037907,0.0,0.14721121284591798,0.16420571939522927,0.0,0.5900150480284737,1060.15
0.0,0.09721564973334942,0.040028051204936035,0.2046747913052466,0.04528030745074185,0.015854630024644798,0.5922423768473092,1223.15
0.0,0.38093330746587095,0.0,0.14286669867388435,0.0,0.0,0.4761999938602448,1338.15
0.0,0.08679706366575579,0.0,0.21301952287437725,0.022004892335098197,0.06601467700529458,0.6069682452750639,1307.15
0.0,0.06947802103653301,0.0010147129798110488,0.19837650404288826,0.043692360156055536,0.06941833056075256,0.6102008089004957,1263.15
0.0,0.0,0.021261280942917588,0.20820460697588736,0.06591298524933294,0.060515193041584876,0.6363091303610345,1385.15
0.0,0.0,0.215435791015625,0.0,0.0,0.22765140533447265,0.5569128036499024,1685.15
0.23762380599975585,0.0,0.0,0.0,0.25742570877075194,0.0,0.5049504852294922,1117.15
0.0,0.0,0.036890728922853375,0.24109589265797224,0.0,0.08117234757949912,0.6408410308396751,1628.15
0.0,0.1134014036636978,0.033178110191895586,0.2510784917347281,0.0,0.0,0.5993973935233896,1358.15
0.1993333015569057,0.0,0.0,0.2336667016283665,0.0,0.0,0.5669999968147278,1347.15
0.0,0.0,0.03185293121542073,0.20525420281245368,0.047506372965452,0.07723576462486856,0.6337095202101254,1533.15
0.24533001443220406,0.0,0.0,0.0,0.24533001443220406,0.0,0.5018679911276768,1115.15
0.0,0.0,0.08981605229991738,0.22173119758549506,0.0,0.06206967623478062,0.6263830738798069,1459.2499755859376
0.0,0.1784204936128287,0.09281654691967177,0.18224539493829955,0.0,0.0,0.5465175645292001,1421.15
0.0,0.032296689708835986,0.040892756809510926,0.19009608497253092,0.0,0.11979249497251528,0.6169219735366068,1748.15
0.0,0.12561011708368128,0.0,0.2507322198938129,0.0,0.023755293056936716,0.5999023699655692,1093.15
0.0,0.2512263084276596,0.0,0.1505433087711636,0.0,0.06861223678861292,0.529618146012564,1198.15
0.0,0.0,0.02770811983448129,0.21323459231539088,0.06012992747866008,0.05904215703670795,0.6370448948541516,1408.15
0.16000000305175788,0.10666670049031643,0.0,0.20000000381469732,0.0,0.0,0.5333332926432284,1079.15
0.0,0.049425922147168,0.0,0.24277031292109935,0.0,0.07902007216005429,0.6287836927716783,1739.15
0.1022928027669372,0.0,0.0,0.0,0.3386242992663518,0.0,0.5590828979667111,1137.15
0.0,0.03504034167672425,0.0,0.28623780320541153,0.0,0.035490402060403894,0.6432314530574603,1603.15
0.09755027282477724,0.0,0.0,0.0,0.3414698191389951,0.0,0.5609799080362277,1119.15
0.0,0.0,0.06615531921386719,0.0,0.3470756912231445,0.0,0.5867689895629883,1253.15
0.0,0.08695651925128439,0.0,0.0,0.2826086971034174,0.06521738943846331,0.5652173942068348,808.15
0.1401988163183991,0.0,0.0,0.0,0.3158807292824487,0.0,0.5439204543991523,1184.15
0.0074439439453294,0.047568619907226536,6.051985792733761e-05,0.2182043949960233,0.04653977701857994,0.052712805740231135,0.6202680743889347,1183.15
0.0,0.08695651676343852,0.0,0.0,0.3478261052007253,0.0,0.5652173780358362,1088.15
0.09900001421928528,0.17280002169799993,0.0,0.19743331696414804,0.0,0.0,0.5307666471185668,1049.15
0.0,0.0,0.0,0.0,0.0,0.4,0.6,2312.15
0.0,0.0,0.09996101188362214,0.16248542117961287,0.0,0.1250487136877986,0.6125048532489664,1784.15
0.0,0.011328919707302435,0.0,0.2899057853375919,0.04531568836595256,0.0,0.653449606589153,1576.15
0.0,0.2032136955874194,0.0,0.14506300249219894,0.0,0.1039962025450936,0.547727099375288,1488.15
0.008064516047316214,0.0,0.0,0.0,0.3951612785698909,0.0,0.5967742053827929,884.15
0.0,0.0,0.04375,0.2184375,0.0,0.09375,0.6375,1635.15
0.0,0.6513157618869293,0.0,0.0,0.0,0.0,0.34210529143873003,1122.15
0.1935034794995514,0.0,0.0,0.12903128593206134,0.1290603920699774,0.0,0.5484048424984097,1131.15
0.0,0.07880939697424992,0.03811939827520471,0.2490106880995044,0.023406049423969528,0.0,0.6106544672270714,1543.15
0.0,0.15213411538193627,0.0,0.11772211019303212,0.0,0.16745292033789982,0.5626908540871318,1873.15
0.0,0.08777144798578405,0.00015164378947338703,0.2026264818062445,0.021290789610410654,0.07636783565813524,0.6039366508826897,1233.15
0.0,0.06049746961356416,0.0,0.228930701117846,0.0,0.08898472743518482,0.621587101833405,1732.15
0.0,0.0,0.2,0.2,0.0,0.0,0.6,1785.15
0.0,0.1999999961853028,0.0,0.23333329709371,0.0,0.0,0.5666667067209872,1133.15
0.0,0.0,0.02732407676715333,0.216504964120852,0.045437801883875965,0.06692864942231623,0.6362397286023418,1473.15
0.0,0.054852319548401626,0.0,0.0,0.3670885901511468,0.0,0.5780590903004516,955.15
0.0,0.22240000195312504,0.0,0.2221332973887119,0.0,0.0,0.5554667006581632,1148.15
0.0,0.0,0.027887261063447813,0.2017198001238574,0.06712049997096331,0.06526931797708503,0.6345396075909475,1393.15
0.0,0.13684209415787174,0.018675718943008214,0.2524617882829372,0.0,0.0,0.5920203986161828,1083.15
0.0,0.0,0.03185293121542073,0.20525420281245368,0.047506372965452,0.07723576462486856,0.6337095202101254,1533.15
0.0,0.07636756961232143,0.0006318830006840294,0.20184150865640305,0.031714511184525306,0.07347897114593767,0.6082626012485964,1283.15
0.0,0.12320470061882233,0.0210332802468132,0.2577088017558136,0.0,0.0,0.5980532173785509,1246.15
0.0,0.0026801759110927107,0.07998037846825683,0.18748159482951424,0.047327990719692084,0.055237779836461824,0.6195784021163396,1307.15
0.4450867080688477,0.0,0.0,0.0,0.132947998046875,0.0,0.4219652938842773,1071.15
0.0,0.0,0.02145559041082684,0.21162049937371705,0.061249808368415586,0.06040246875069402,0.6365259840281787,1423.15
0.0,0.100275191556497,0.0,0.2005502877455721,0.00305716870795086,0.08865790415347947,0.5982879409117107,1310.15
0.0,0.0,0.03536977407633315,0.2508038668463838,0.0,0.07073953861592475,0.6430868204613585,1744.15
0.12539838189908065,0.0,0.0,0.25030895944579623,0.0,0.024390236691731668,0.5999024219633915,1463.15
0.12240000938415617,0.19233331607182655,0.0,0.1759666229216216,0.0,0.0,0.5093000516223958,1115.15
0.0,0.5998666472584429,0.0,0.03339999539899878,0.0,0.0,0.3667333573425585,1246.15
0.0,0.1018869089608004,0.02364623234665942,0.25809532058069257,0.0,0.0,0.6078411526187747,1329.15
0.14285711560930292,0.0,0.0,0.14285711560930292,0.0,0.14285711560930292,0.5714286531720912,1670.15
